"","date","NO_CMDTY","ID_CMDTY","IE_CMDTY","DK_CMDTY","MY_CMDTY","CO_CMDTY","PE_CMDTY","NZ_CMDTY","NL_CMDTY","ZA_CMDTY","CL_CMDTY","CA_CMDTY","AU_CMDTY","MX_CMDTY","BR_CMDTY","RU_CMDTY","IDR","IEE","NLE","DKK","MYR","COP","PEN","NOK","NZD","ZAR","CLP","CAD","AUD","MXN","BRL","RUB","DOL"
"1",1994-10-31,0.00305842197935968,0.00113736360718322,-0.00079547694252431,-0.0011159491735396,-0.00031884948776269,-0.0024146564148169,0.00140031823724616,0.000140037556032507,-0.000347913251037226,0.000229077159470081,0.00128562946281622,0.000668560730750066,0.000316537849838273,0.000193269882253868,-0.000239227015929133,0.00613071641284024,0.00230043809754134,0.0284098650843881,0.0284098650843881,0.0329734174137686,0.00293054815573683,0.00607325474947312,0.00762164639917951,0.0376331985167849,0.0229895183926987,0.0185439527188022,0.00340384476469329,-0.00823721773797145,0.00404749610672878,-0.0124479896869007,0.00943403223335849,-0.145616693568394,0.00240432354526726
"2",1994-11-30,0.00391439591169339,0.00153207991056565,6.97099316410814e-05,-0.00289588089747041,0.00488325492283718,-0.00173396698691954,0.00233506349275773,0.00141496152665738,-3.76742388011957e-05,0.000844440290462635,0.00685725767182869,0.00144081334913816,0.00164548104732978,0.000658242590296345,0.000271367057436414,0.0111343013776578,-0.00321913361461399,-0.0423057884734201,-0.0423057884734201,-0.0429842969749728,0.000117400747586312,0.00945690268054151,0.0269115442465167,-0.0437895053811897,0.0189746809041336,-0.0148907239824664,0.0236580772782639,-0.0165644361973513,0.0341483687933997,-0.00116363649493803,-0.0047281411959459,-0.0470637934342347,-0.00910926684825696
"3",1994-12-30,-0.00566556474864222,-0.0010014137145986,0.0007054055474478,0.00154497747927285,-0.00266168293739412,-0.000513867617934522,-0.000175479250801232,-0.00101955078307493,-1.23963502068931e-05,0.00115263969573269,0.00454506388980354,0.000501053038864936,0.00130077882952598,-0.00094555556891455,-0.000758922840025781,-0.00490522237639063,-0.00868576889170445,0.00942127920420788,0.00942127920420788,0.0100437596966732,0.00125313299606745,-0.00214403666767739,-0.00553251756972567,0.0095074818035622,0.0189339827725644,0.00239588586174993,0.000498877535914212,-0.0185090444694838,0.00842246581869653,-0.353909093132649,0.00236127618567969,-0.100876549892173,-0.0260873493465057
"4",1995-01-31,0.00472834734788179,0.00164063890239314,-0.000113526585609588,0.00268819545210144,-0.000727832137738182,-0.000979807430317577,0.00209550030349071,0.000924425526580587,0.00193310727568827,0.000759107317835981,0.0013308856903023,0.000426756765877287,0.00153219546171106,0.000477783057848177,0.00080803904059565,0.00872605711734945,-0.00861097548256423,0.0101408402043888,0.0101408402043888,0.0105941773110453,-0.00156617103274495,-0.0282343784732073,-0.00641615400007852,0.0117061302101304,-0.00407204931352417,0.000423399907531856,-0.0234260496774854,-0.00398804117795543,-0.0244249064853632,-0.149475043021659,0.00711746776886395,-0.112032767266894,-0.0195077300203204
"5",1995-02-28,0.00186723162512178,0.00114408508971318,-0.000219357928358083,0.000513238854803272,0.000948894069502362,0.00325486242579114,-0.00213145804413833,-0.00121141391656043,0.000537533040321837,-0.000434241872028891,-0.00373886246114147,-0.000326883564325644,-0.00084406396089039,0.000421383797463319,-0.000447188556265895,0.00219326165234908,0,0.025422734690968,0.025422734690968,0.0345176584449777,0.00129191397380419,-0.00326988496418795,-0.021243736752127,0.0320629449109575,-0.00487690740290744,-0.0156865961676995,0,0.0125158079318306,-0.0235462381757918,-0.042998885236314,-0.0106572944739881,-0.107253983760532,-0.00614373326812763
"6",1995-03-31,-0.000702297009789195,0.000351905934091309,-0.00126862551455447,4.98012623385687e-05,0.00172535009605698,-0.000640358654939747,0.000852253855427619,0.000459065798142349,-0.000489338110256473,0.000254478591688698,0.00278028318511239,7.19695473419935e-06,-0.00012514648633194,-0.000173661212344907,0.000338687489706399,-0.0017668483069212,-0.00943191362295515,0.0465843969194421,0.0465843969194421,0.0663575328888864,0.00952538100358355,-0.0199694983612385,-0.00801786032473172,0.0517910471903671,0.0312064441982976,0.00543441733182614,0.0179520375014575,-0.00731395774404169,-0.00706428705365562,-0.13079195354963,-0.057223848160273,-0.0966533633507923,-0.00381443926337596
"7",1995-04-28,0.00875786410911281,0.00246299736234972,-0.0015854951455151,-0.000529481396786017,0.00205158444789489,0.000153984531345356,0.000650775102772947,-0.00190950232426244,0.000985707324758906,-0.000547862941186371,-0.00182675009725543,0.000177400689028103,-0.00046581987284883,0.000941086126302138,-0.000172093883442851,0.0146346290929366,0.00223763798892809,-0.00512049330452421,-0.00512049330452421,-0.000128644546108214,0.0242181354947593,-0.00456101132756267,0.0053380909676164,-0.0138795742473213,0.0269940242530365,-0.0111158571275301,0.0366433921389809,0.03208753798788,-0.00821359851038875,0.139245089260688,-0.0198244377848445,-0.0404558506216141,0.00989649670734196
"8",1995-05-31,-0.00122873161778581,-0.000916957742130541,-0.00228825258251058,-0.000979324460817316,-0.00359153775093999,-1.78065224651865e-05,-0.00169373815926121,-0.00164062710877901,-0.00137845044637003,0.000275143316637917,-0.00236766989879103,5.03682969597038e-05,-0.000568157267794204,-0.000273747994920672,-0.000198114437803434,-0.00393792954021248,0.00269179166571157,-0.0152907019531959,-0.0152907019531959,-0.0144674912520111,0.0010134793610977,0.00456101132756267,0.00089245878301957,-0.00864353804819352,-0.0109208956222818,-0.0161735981694101,0.0300479823596914,-0.0102753197644127,-0.0135623447143215,-0.0464428402538012,0.0131725285565387,0.02531780798429,-0.004585648230807
"9",1995-06-30,-0.00791764507150178,-0.00250575213503401,-0.000219382582857832,0.00195046749888297,-0.0029214172976038,-0.00300667358939158,0.000823856923730709,-0.00120180652987463,-0.000437731206535943,0.000643167266316179,0.00503726603995242,0.000307814008080885,0.000482115886908604,-0.00110742541719895,-0.000287288255283591,-0.0108341163611175,0,0.0205614017721868,0.0205614017721868,0.024013618381002,0.0114217027921787,-0.00512967781999861,0.0080681746495104,0.0212385697167905,0.00584928571939452,0.0117616235509024,0.0103987072208987,-0.00153223188563242,-0.0119140798639735,-0.0112813444640399,-0.015351178655761,0.0955706303852997,0.0115147877044341
"10",1995-07-31,-0.0103486438494239,-0.00445130626106753,-0.00109262593195819,0.00115717980440199,-0.00555285069391616,-0.00175904827218506,0.00149916668923884,-0.00507322546783044,-0.00121030008688405,-0.000292027121785534,0.00022846195927795,-0.00149363763892151,-0.000801145359081797,-0.00116761143862465,-0.000484215309953791,-0.0175301764799134,-0.00358744779365599,0.0062883866644872,0.0062883866644872,0.000742390531498674,-0.00804956641777002,-0.0231523040854266,-0.000899685170897685,0.00235897128141959,0.00937716192329691,0.00372131915904894,-0.0177983181510733,0.00518988044037211,0.0402126721137671,0.0226914112020709,-0.017260406933,0.029525741293684,0.00347803704514431
